Time	Work

10.000000	1031.095413
20.000000	535.467503
30.000000	362.334719
40.000000	294.781829
50.000000	257.124759
60.000000	229.276864
70.000000	212.674967
80.000000	205.663330
90.000000	195.558342
100.000000	194.965035
110.000000	195.479241
120.000000	194.494511
130.000000	200.064568
140.000000	205.176219
150.000000	203.409561
160.000000	208.647795
170.000000	217.194740
180.000000	225.584149
190.000000	232.930423
200.000000	236.058313
