Time	Work

10.000000	816.518070
20.000000	548.016458
30.000000	475.359675
40.000000	526.381481
50.000000	578.537794
60.000000	633.421364
70.000000	656.825329
80.000000	744.084794
90.000000	804.889557
100.000000	891.492387
110.000000	972.124326
120.000000	1024.917278
130.000000	1097.993521
140.000000	1201.262173
150.000000	1246.708948
160.000000	1325.912155
170.000000	1415.194856
180.000000	1540.036341
190.000000	1603.034676
200.000000	1633.626465
