Time	Work

10.000000	780.655898
20.000000	460.835066
30.000000	353.538103
40.000000	346.279045
50.000000	355.787368
60.000000	366.689571
70.000000	368.159118
80.000000	402.639282
90.000000	423.037790
100.000000	457.161384
110.000000	492.954860
120.000000	516.283209
130.000000	552.986121
140.000000	594.515378
150.000000	609.296542
160.000000	650.326496
170.000000	690.047583
180.000000	746.211522
190.000000	777.075925
200.000000	788.154055
