Time	Work

10.000000	869.617248
20.000000	646.049714
30.000000	643.723481
40.000000	723.744715
50.000000	795.174551
60.000000	908.563896
70.000000	1022.169347
80.000000	1143.168158
90.000000	1234.237791
100.000000	1381.370808
110.000000	1535.714594
120.000000	1611.875704
130.000000	1730.082206
140.000000	1833.187171
150.000000	2021.056646
160.000000	2090.564579
170.000000	2234.949918
180.000000	2399.237934
190.000000	2491.489215
200.000000	2638.554855
