Time	Work

10.000000	783.026894
20.000000	461.585955
30.000000	373.669414
40.000000	334.531866
50.000000	346.444700
60.000000	367.054878
70.000000	403.041391
80.000000	393.291218
90.000000	479.844704
100.000000	518.355953
110.000000	544.654471
120.000000	518.423399
130.000000	575.873644
140.000000	590.316056
150.000000	716.169928
160.000000	667.446258
170.000000	794.973281
180.000000	871.138323
190.000000	835.661600
200.000000	912.926696
