Time	Work

10.000000	1049.029443
20.000000	583.206010
30.000000	426.391455
40.000000	387.778508
50.000000	375.413161
60.000000	372.673722
70.000000	363.452869
80.000000	383.209427
90.000000	394.727517
100.000000	420.956934
110.000000	442.850008
120.000000	459.312563
130.000000	487.764477
140.000000	522.428992
150.000000	530.892408
160.000000	559.862386
170.000000	594.368576
180.000000	638.447268
190.000000	664.372214
200.000000	672.098501
