ProtocolTime	Work

5	12.002859
10	9.186580
15	9.790009
20	10.765133
25	12.805217
30	14.148738
35	16.182110
40	18.108357
45	19.707645
50	22.118098
55	24.196665
60	26.238964
65	27.961650
70	30.441215
75	32.643438
80	34.454212
85	36.474644
90	38.932045
95	40.981194
100	42.699780
105	44.671586
110	46.744818
115	49.058275
120	51.174614
125	53.565196
130	55.375664
135	57.998983
140	59.350703
145	61.515541
150	63.277910
155	65.531826
160	68.957379
165	70.137500
170	71.342421
175	74.057345
180	75.148764
185	79.094881
190	80.254256
195	81.780015
200	84.704274
