ProtocolTime	Work

5	3.025999
10	6.085543
15	9.122579
20	12.199783
25	15.266936
30	18.345210
35	21.400699
40	24.498048
45	27.461718
50	30.601393
55	33.611988
60	36.686078
65	39.714724
70	42.905281
75	45.868301
80	49.009795
85	52.017172
90	55.046295
95	58.184285
100	61.183086
105	64.299310
110	67.499883
115	70.446950
120	73.404607
125	76.553309
130	79.710527
135	82.661949
140	85.702393
145	88.722988
150	92.002477
155	94.912920
160	97.903897
165	101.106085
170	104.068456
175	107.265427
180	110.176981
185	113.373438
190	116.397648
195	119.491440
200	122.348993
