ProtocolTime	Work

5	1141.304068
10	994.514129
15	880.534237
20	786.931014
25	715.685352
30	657.217104
35	607.624367
40	568.222059
45	534.742163
50	505.053918
55	479.576101
60	461.340668
65	446.877630
70	425.779285
75	410.086874
80	400.613769
85	390.364969
90	384.180067
95	378.988547
100	369.964131
105	366.143001
110	359.206531
115	361.558017
120	360.641777
125	346.258347
130	348.138932
135	351.908919
140	348.214484
145	350.514247
150	350.247259
155	350.060780
160	352.416795
165	349.709900
170	368.067430
175	354.169403
180	357.772400
185	356.987071
190	362.587554
195	363.234217
200	364.087314
205	368.099239
210	377.471256
215	376.622520
220	391.116599
225	381.780636
230	395.518380
235	388.435597
240	396.551342
245	395.070347
250	400.983163
255	403.939585
260	404.495660
265	412.145335
270	406.510501
275	422.528413
280	431.113535
285	429.215127
290	425.396727
295	441.591184
300	445.455614
