Time	Work

10.000000	802.884451
15.000000	585.878481
20.000000	498.207359
25.000000	453.155455
30.000000	433.027903
35.000000	431.566105
40.000000	438.108968
45.000000	442.942681
50.000000	445.216893
55.000000	473.677687
60.000000	494.706956
65.000000	509.773805
70.000000	532.946677
75.000000	566.864101
80.000000	571.178401
85.000000	591.529577
90.000000	618.839103
95.000000	657.776851
100.000000	677.264509
105.000000	700.285534
