ProtocolTime	Work

5	1235.503039
10	1276.941462
15	1482.954127
20	1778.202717
25	2115.394587
30	2431.544908
35	2910.774058
40	3233.567696
45	3778.657954
50	4159.235446
55	4517.456391
60	5090.062816
65	5524.772193
70	6086.160884
75	6368.167276
80	6960.667847
85	7360.138847
90	7960.257698
95	8265.226366
100	8675.532350
105	9176.819916
110	9546.973095
115	9831.763691
120	10637.732692
125	11064.250114
130	11756.072590
135	12123.336082
140	12683.874919
145	13235.853396
150	13658.196903
155	14105.187044
160	14395.538148
165	14799.632618
170	15285.308383
175	15913.747856
180	16677.738180
185	17006.655524
190	17320.625066
195	17799.045741
200	17836.567964
205	18658.796613
210	18971.082973
215	20052.919823
220	20151.979715
225	20844.066099
230	21241.884417
235	21434.088472
240	21385.410146
245	23350.646429
250	23101.861392
255	24101.828817
260	23928.820601
265	24401.772024
270	24751.170334
275	25346.077493
280	25857.614149
285	26409.869541
290	27324.444544
295	27210.802466
300	27980.424376
