ProtocolTime	Work

5	12.096896
10	24.227752
15	36.549069
20	48.689964
25	60.938451
30	72.948425
35	85.567182
40	97.540411
45	109.853208
50	122.461159
55	134.049275
60	146.850833
65	159.159874
70	170.883179
75	183.529015
80	195.655537
85	207.988088
90	220.529249
95	233.063237
100	244.148643
105	257.109501
110	268.872310
115	280.771266
120	293.344243
125	305.520114
130	318.561674
135	330.498973
140	342.939508
145	354.475095
150	367.711468
155	379.673501
160	392.200758
165	403.651908
170	416.386652
175	428.118164
180	441.052112
185	452.484997
190	464.844943
195	477.739565
200	489.123921
