ProtocolTime	Work

5	0.804010
15	2.429882
25	4.058596
35	5.721091
45	7.401694
55	8.972836
65	10.666112
75	12.216969
85	13.865137
95	15.508567
105	17.104439
115	18.747266
125	20.424958
135	22.017851
145	23.665824
155	25.342886
165	26.888047
175	28.617686
185	30.205511
195	31.934170
