ProtocolTime	Work

5	0.385060
15	1.194573
25	1.973815
35	2.810632
45	3.738294
55	4.394495
65	5.335168
75	6.072763
85	6.924931
95	7.816672
105	8.443713
115	9.295397
125	10.227983
135	10.946323
145	11.915845
155	12.610688
165	13.360215
175	14.491922
185	15.121499
195	15.915641
