ProtocolTime	Work

5	0.685714
15	0.228571
25	0.137143
35	0.097959
45	0.076190
55	0.062338
65	0.052747
75	0.045714
85	0.040336
95	0.036090
105	0.032653
115	0.029814
125	0.027429
135	0.025397
145	0.023645
155	0.022120
165	0.020779
175	0.019592
185	0.018533
195	0.017582
