ProtocolTime	Work

5	27.153399
10	14.398169
15	10.713334
20	8.410681
25	7.484486
30	7.146614
35	7.137266
40	6.559680
45	6.660663
50	7.709783
55	7.042874
60	7.714872
65	7.858668
70	7.811131
75	7.967577
80	8.245944
85	8.276326
90	8.998038
95	9.203243
100	9.791153
105	10.258721
110	10.103676
115	11.087025
120	11.237724
125	11.943477
130	11.444821
135	11.593437
140	12.475956
145	12.560155
150	13.004640
155	14.852590
160	14.404634
165	14.557763
170	15.283793
175	15.408432
180	15.101365
185	17.041338
190	17.089861
195	16.713246
200	17.559423
