ProtocolTime	Work

5	17.007664
10	34.407614
15	51.567611
20	69.171101
25	86.138994
30	103.858106
35	120.897058
40	138.182551
45	155.351280
50	173.184634
55	190.069833
60	207.520462
65	224.918955
70	242.286355
75	260.083949
80	276.937307
85	294.065068
90	311.658794
95	328.481851
100	346.506355
105	363.657518
110	380.726897
115	398.388844
120	415.040975
125	432.479067
130	450.517338
135	467.242916
140	484.185238
145	502.216284
150	518.881939
155	536.974815
160	554.268906
165	571.285764
170	589.607535
175	606.139498
180	623.061674
185	640.423897
190	658.072022
195	675.037696
200	692.512734
