ProtocolTime	Work

5	1.501292
10	3.028308
15	4.554539
20	6.114883
25	7.640227
30	9.152888
35	10.716132
40	12.190146
45	13.781408
50	15.291653
55	16.818468
60	18.406733
65	19.907867
70	21.422580
75	23.003862
80	24.447220
85	26.014987
90	27.593043
95	29.042727
100	30.633276
105	32.136577
110	33.670203
115	35.252894
120	36.753829
125	38.227105
130	39.760263
135	41.279145
140	42.801431
145	44.430994
150	45.914858
155	47.414646
160	48.959754
165	50.531706
170	52.061925
175	53.583224
180	55.088316
185	56.598294
190	58.049516
195	59.681241
200	61.199204
