ProtocolTime	Work

5	6156.944869
10	3230.048385
15	2363.195557
20	1951.133102
25	1788.799546
30	1728.065113
35	1713.399439
40	1705.482147
45	1686.095476
50	1838.502631
55	1860.298870
60	1944.730165
65	2009.691609
70	2068.788391
75	2185.337651
80	2322.334774
85	2376.639240
90	2464.775505
95	2558.104323
100	2688.840613
105	2806.569931
110	2888.714054
115	2987.666608
120	3089.730069
125	3323.761496
130	3392.445978
135	3467.694222
140	3522.503748
145	3701.814616
150	3792.135109
155	3848.569692
160	4066.345449
165	4173.898464
170	4128.241445
175	4381.632439
180	4389.328929
185	4524.273958
190	4767.807532
195	4893.718515
200	4951.102589
205	5001.092432
210	5271.183951
215	5279.722062
220	5369.920405
225	5723.909195
230	5686.408856
235	5852.173868
240	5862.193575
245	6035.544846
250	5967.319438
255	6288.335513
260	6296.322731
265	6767.164022
270	6631.322074
275	6547.335747
280	6762.878726
285	6943.968118
290	7018.200964
295	7247.653214
300	7224.769730
