ProtocolTime	Work

5	6458.741304
10	3940.077994
15	3453.034297
20	3482.670460
25	3632.040968
30	3946.201043
35	4152.427875
40	4497.724141
45	4984.965613
50	5314.304685
55	5775.936803
60	6329.614636
65	6571.104232
70	7172.168742
75	7638.081774
80	8167.787333
85	8343.804898
90	9104.099767
95	9367.887428
100	10265.693932
105	10230.623826
110	10614.165715
115	11384.978038
120	11687.998916
125	12129.336405
130	12784.936073
135	13358.660946
140	13865.673840
145	14089.312329
150	14668.589747
155	15117.026548
160	15578.431357
165	16377.543726
170	16372.462044
175	17275.894884
180	17489.640166
185	17600.158622
190	18731.842902
195	19055.348935
200	19335.445360
205	20219.262667
210	20115.199681
215	20362.110415
220	21197.578784
225	21996.467417
230	21983.910974
235	22695.208326
240	23344.821518
245	23524.633337
250	23962.124732
255	24562.047700
260	25133.802996
265	24774.989244
270	26270.222408
275	27136.525189
280	26904.443841
285	27625.578180
290	27931.590115
295	28272.780556
300	28502.369908
