ProtocolTime	Work

5	6047.063220
10	3130.642535
15	2186.627077
20	1731.577890
25	1499.188589
30	1352.942218
35	1302.182350
40	1233.047355
45	1220.355593
50	1190.994873
55	1212.619643
60	1232.239716
65	1254.493925
70	1268.644587
75	1306.433203
80	1346.632695
85	1328.927434
90	1441.183909
95	1471.161533
100	1461.841073
105	1546.389119
110	1545.099757
115	1635.265500
120	1720.176013
125	1748.757336
130	1794.072136
135	1856.915281
140	1912.696296
145	1906.448055
150	1981.035810
155	2045.439313
160	2119.921358
165	2171.782797
170	2180.204603
175	2320.755381
180	2291.624603
185	2469.077462
190	2480.041240
195	2434.424249
200	2525.039035
205	2542.877663
210	2684.362067
215	2779.161921
220	2770.750385
225	2828.799316
230	2884.989294
235	2959.375790
240	3006.653209
245	2985.297237
250	3065.923828
255	3160.561925
260	3340.797201
265	3253.704216
270	3454.201958
275	3465.426423
280	3478.365472
285	3582.415008
290	3598.600755
295	3668.713080
300	3622.630697
