ProtocolTime	Work

5	0.423934
10	0.861087
15	1.294850
20	1.732132
25	2.161695
30	2.595250
35	3.019909
40	3.456358
45	3.893580
50	4.332868
55	4.748722
60	5.178373
65	5.622846
70	6.061301
75	6.503299
80	6.937331
85	7.351580
90	7.809180
95	8.223522
100	8.661931
105	9.092800
110	9.522607
115	9.948123
120	10.397089
125	10.833992
130	11.256022
135	11.680175
140	12.125452
145	12.558413
150	12.988222
155	13.438455
160	13.862402
165	14.279414
170	14.734403
175	15.157125
180	15.604472
185	16.011037
190	16.432429
195	16.866629
200	17.337292
