CPTime	InternalTime

100.10	405.70
150.10	601.70
200.10	794.10
250.10	981.60
300.10	1193.60
350.00	1417.90
400.00	1584.10
450.00	1779.70
500.00	1997.70
550.00	2150.10
600.00	2408.10
650.00	2611.60
700.00	2816.20
750.00	3001.30
800.00	3201.90
850.00	3368.50
900.00	3600.10
950.00	3799.30
1000.00	4013.50
1050.00	4210.60
1100.00	4375.60
1150.00	4615.90
1200.00	4766.10
1250.10	4982.10
1300.10	5176.10
1350.10	5406.90
1400.10	5570.20
1450.10	5779.70
1500.10	6007.30
1550.10	6162.20
1600.10	6364.30
1650.10	6536.70
1700.10	6789.70
1750.10	7010.60
1800.10	7178.60
1850.10	7378.80
1900.10	7526.50
1950.10	7793.20
2000.10	7981.90
2050.10	8160.50
2100.10	8341.30
2150.10	8563.60
2200.10	8798.40
2250.10	8987.10
2300.10	9185.70
2350.10	9383.60
2400.10	9575.60
2450.10	9810.70
2500.10	9950.50
2550.10	10169.20
2600.10	10348.90
2650.10	10568.80
2700.10	10767.30
2750.10	11046.50
2800.10	11179.90
2850.10	11423.70
2900.10	11583.60
2950.10	11758.30
3000.10	11941.00
3050.10	12218.10
3100.10	12426.70
3150.10	12597.10
3200.10	12725.10
3250.10	12899.30
3300.10	13150.50
3350.10	13431.30
3400.10	13644.10
3450.10	13742.60
3500.10	13926.60
3550.10	14175.10
