CPTime	InternalTime

100.10	1205.30
150.10	1808.90
200.10	2378.30
250.10	3024.10
300.10	3675.30
350.00	4174.50
400.00	4897.30
450.00	5385.70
500.00	6004.90
550.00	6684.10
600.00	7310.50
650.00	7891.50
700.00	8435.10
750.00	9034.30
800.00	9674.10
850.00	10243.90
900.00	10817.20
950.00	11351.00
1000.00	12108.90
1050.00	12636.50
1100.00	13334.30
1150.00	13902.40
1200.00	14464.80
1250.10	15184.90
1300.10	15631.60
1350.10	16304.80
1400.10	16730.10
1450.10	17470.90
1500.10	18004.90
1550.10	18520.90
1600.10	19308.70
1650.10	19939.30
1700.10	20667.00
1750.10	21201.00
1800.10	21720.70
1850.10	22157.20
1900.10	22996.10
1950.10	23459.30
2000.10	24094.10
2050.10	24743.50
2100.10	25367.00
2150.10	25911.50
2200.10	26596.10
2250.10	26932.60
2300.10	27673.60
2350.10	28228.30
2400.10	28730.20
2450.10	29586.30
2500.10	29906.10
2550.10	30716.10
2600.10	31276.90
2650.10	31825.20
2700.10	32753.80
2750.10	32845.60
2800.10	33900.20
2850.10	34223.80
2900.10	34871.50
2950.10	35488.30
3000.10	36160.90
3050.10	36816.40
3100.10	37357.90
3150.10	38084.10
3200.10	38642.40
3250.10	39151.50
3300.10	39862.30
3350.10	40703.10
3400.10	41177.60
3450.10	41547.10
3500.10	42319.30
3550.10	42710.20
