ProtocolTime	Work

100	126.242620
150	55.878198
200	31.665391
250	20.085776
300	14.254798
350	11.157933
400	7.943192
450	6.665974
500	5.294960
550	4.127976
600	3.269557
650	2.893756
700	2.884062
750	2.321712
800	2.070798
850	1.801318
900	1.826682
950	1.348233
1000	1.319325
1050	1.145214
1100	1.354543
1150	0.791061
1200	1.081899
1250	0.978460
1300	0.872023
1350	0.870323
1400	0.673395
1450	0.752160
1500	0.523983
1550	0.674431
1600	0.558929
1650	0.591654
1700	0.614615
1750	0.471837
1800	0.399203
1850	0.367261
1900	0.341375
1950	0.449668
2000	0.322839
2050	0.273205
2100	0.319666
2150	0.226131
2200	0.421120
2250	0.264491
2300	0.294954
2350	0.376591
2400	0.299324
2450	0.270116
2500	0.115473
2550	0.098345
2600	0.115131
2650	0.230195
2700	0.096078
2750	0.163318
2800	0.220142
2850	0.218435
2900	0.212617
2950	0.171251
3000	0.159937
3050	0.221945
3100	0.195141
3150	0.055597
3200	0.246776
3250	0.110691
3300	0.170266
3350	0.023147
3400	0.176078
3450	0.179764
3500	0.191917
3550	0.172092
