ProtocolTime	Work

100	19.956752
150	22.330499
200	25.454924
250	26.297296
300	30.493927
350	30.205379
400	34.487470
450	36.033035
500	35.317347
550	41.398211
600	42.289696
650	43.467699
700	45.817240
750	48.431777
800	51.232683
850	52.483165
900	54.136549
950	56.398892
1000	58.701868
1050	60.939152
1100	64.398982
1150	64.252684
1200	65.818637
1250	66.119026
1300	71.807515
1350	70.737410
1400	72.752985
1450	78.344393
1500	78.990721
1550	81.919880
1600	82.826861
1650	88.011575
1700	86.404920
1750	91.788710
1800	93.410807
1850	94.491641
1900	96.058680
1950	98.072518
2000	101.231449
2050	104.080174
2100	107.149086
2150	103.906796
2200	110.017996
2250	110.862218
2300	111.889087
2350	115.719470
2400	117.232222
2450	121.452534
2500	122.303309
2550	122.121634
2600	126.853622
2650	127.481515
2700	130.590291
2750	131.675650
2800	133.771299
2850	137.202673
2900	138.848440
2950	139.605061
3000	144.713960
3050	146.011729
3100	145.661823
3150	145.129509
3200	152.401329
3250	154.415540
3300	155.537246
3350	157.066839
3400	157.227976
3450	161.403018
3500	164.455836
3550	166.146537
