CPTime	InternalTime

100.10	691.10
150.10	1002.10
200.10	1356.10
250.10	1684.90
300.10	1991.10
350.00	2377.70
400.00	2724.50
450.00	3025.90
500.00	3417.10
550.00	3710.10
600.00	4072.10
650.00	4381.30
700.00	4704.80
750.00	5075.30
800.00	5398.60
850.00	5736.10
900.00	6071.30
950.00	6388.90
1000.00	6663.70
1050.00	7114.10
1100.00	7343.70
1150.00	7770.20
1200.00	8170.90
1250.10	8427.10
1300.10	8771.20
1350.10	9015.30
1400.10	9423.50
1450.10	9779.10
1500.10	10189.70
1550.10	10474.20
1600.10	10837.30
1650.10	11125.70
1700.10	11442.70
1750.10	11792.90
1800.10	12028.90
1850.10	12443.70
1900.10	12753.70
1950.10	13157.40
2000.10	13423.90
2050.10	13814.60
2100.10	14172.10
2150.10	14512.30
2200.10	14841.10
2250.10	15185.60
2300.10	15435.30
2350.10	15801.10
2400.10	16174.10
2450.10	16582.10
2500.10	16873.70
2550.10	17148.70
2600.10	17613.10
2650.10	17976.90
2700.10	18232.90
2750.10	18580.90
2800.10	18916.10
2850.10	19263.50
2900.10	19538.50
2950.10	19907.20
3000.10	20253.60
3050.10	20574.50
3100.10	20792.30
3150.10	21297.70
3200.10	21534.20
3250.10	21946.70
3300.10	22304.50
3350.10	22544.20
3400.10	22857.00
3450.10	23287.70
3500.10	23656.10
3550.10	23951.30
