CPTime	InternalTime

100.10	8410.10
150.10	12502.20
200.10	16438.20
250.10	20839.30
300.10	24840.30
350.00	29463.10
400.00	33215.20
450.00	38016.10
500.00	41553.10
550.00	46084.30
600.00	49987.30
650.00	54897.10
700.00	58384.10
750.00	62293.50
800.00	67320.10
850.00	71340.90
900.00	75603.10
950.00	78913.70
1000.00	82920.10
1050.00	87441.30
1100.00	91724.50
1150.00	96019.10
1200.00	100720.70
1250.10	104089.70
1300.10	109256.90
1350.10	113149.70
1400.10	117342.10
1450.10	121200.10
1500.10	124799.40
1550.10	129648.10
1600.10	133893.10
1650.10	137431.50
1700.10	142336.30
1750.10	145612.30
1800.10	150660.10
1850.10	154589.30
1900.10	158566.60
1950.10	163986.60
2000.10	167851.80
2050.10	171202.30
2100.10	176101.90
2150.10	180093.50
2200.10	183999.30
2250.10	186648.50
2300.10	192350.50
2350.10	195750.10
2400.10	200572.20
2450.10	205252.00
2500.10	208817.70
2550.10	211523.30
2600.10	217776.70
2650.10	221120.10
2700.10	225591.70
2750.10	229761.40
2800.10	233970.10
2850.10	238186.00
2900.10	242335.30
2950.10	245392.50
3000.10	250145.70
3050.10	254820.10
3100.10	258688.90
3150.10	262464.30
3200.10	265743.50
3250.10	272047.10
3300.10	276628.90
3350.10	279373.60
3400.10	285023.50
3450.10	288781.30
3500.10	291776.60
3550.10	295797.70
