ProtocolTime	Work

100	126.148788
150	56.930949
200	31.924071
250	20.415560
300	14.268063
350	11.243295
400	8.060771
450	5.880573
500	5.490318
550	4.078052
600	4.179175
650	3.033252
700	2.895071
750	2.457094
800	2.163427
850	2.112322
900	1.856548
950	1.746943
1000	1.236346
1050	1.093829
1100	1.029408
1150	0.943457
1200	0.983777
1250	0.928902
1300	0.889531
1350	0.921385
1400	0.769959
1450	0.583812
1500	0.754996
1550	0.614881
1600	0.459598
1650	0.549247
1700	0.613040
1750	0.529675
1800	0.611197
1850	0.392933
1900	0.493803
1950	0.298488
2000	0.371178
2050	0.398522
2100	0.237952
2150	0.438074
2200	0.321634
2250	0.336897
2300	0.357588
2350	0.274892
2400	0.285688
2450	0.300717
2500	0.174333
2550	0.209383
2600	0.258113
2650	0.268677
2700	0.332711
2750	0.174427
2800	0.105479
2850	0.132222
2900	0.241060
2950	0.131762
3000	0.220274
3050	0.151754
3100	0.161041
3150	0.274483
3200	0.162033
3250	0.099149
3300	0.113871
3350	0.094769
3400	0.188758
3450	0.214432
3500	0.206342
3550	0.184287
