CPTime	InternalTime

100.10	4356.10
150.10	6312.30
200.10	8595.30
250.10	10704.10
300.10	13022.20
350.00	15048.00
400.00	17200.00
450.00	19515.70
500.00	21676.30
550.00	23827.60
600.00	25808.10
650.00	27760.10
700.00	30232.60
750.00	32239.30
800.00	34200.60
850.00	36405.20
900.00	38844.10
950.00	40866.10
1000.00	43074.40
1050.00	45007.30
1100.00	47275.30
1150.00	49401.70
1200.00	51354.10
1250.10	54136.60
1300.10	56007.10
1350.10	58422.40
1400.10	59704.10
1450.10	62559.10
1500.10	63868.60
1550.10	66931.90
1600.10	68921.70
1650.10	70774.60
1700.10	72989.00
1750.10	75422.20
1800.10	77194.90
1850.10	79958.50
1900.10	81838.10
1950.10	83692.10
2000.10	85723.30
2050.10	88038.70
2100.10	90076.90
2150.10	92329.30
2200.10	94808.00
2250.10	96624.10
2300.10	98876.80
2350.10	100190.90
2400.10	102872.10
2450.10	104937.70
2500.10	107345.80
2550.10	109263.70
2600.10	111636.70
2650.10	113042.50
2700.10	115670.20
2750.10	117997.70
2800.10	119961.10
2850.10	122356.90
2900.10	124528.90
2950.10	126725.50
3000.10	128759.30
3050.10	131074.30
3100.10	133144.10
3150.10	135471.40
3200.10	137496.10
3250.10	140248.10
3300.10	141346.90
3350.10	143706.70
3400.10	146099.90
3450.10	148138.10
3500.10	150521.10
3550.10	152711.20
