CPTime	InternalTime

100.10	4240.90
150.10	6468.10
200.10	8649.10
250.10	10833.10
300.10	12694.80
350.00	14884.80
400.00	17115.30
450.00	19237.30
500.00	21393.10
550.00	23433.10
600.00	25696.90
650.00	27944.50
700.00	29822.00
750.00	32113.00
800.00	34400.10
850.00	36362.80
900.00	38596.90
950.00	40768.10
1000.00	42778.10
1050.00	45163.90
1100.00	47016.30
1150.00	49650.40
1200.00	51510.10
1250.10	53328.10
1300.10	55827.30
1350.10	57547.30
1400.10	60301.90
1450.10	62010.10
1500.10	64869.90
1550.10	66729.10
1600.10	68572.10
1650.10	70678.40
1700.10	73094.10
1750.10	75040.30
1800.10	77140.80
1850.10	80565.20
1900.10	82109.10
1950.10	84329.80
2000.10	85442.80
2050.10	89086.00
2100.10	90758.50
2150.10	92287.90
2200.10	94046.70
2250.10	96726.10
2300.10	99334.50
2350.10	101396.60
2400.10	102157.30
2450.10	104928.10
2500.10	107349.40
2550.10	109507.40
2600.10	111718.00
2650.10	113361.70
2700.10	115862.50
2750.10	118076.40
2800.10	120674.60
2850.10	122545.20
2900.10	125377.60
2950.10	127075.30
3000.10	128808.30
3050.10	131377.60
3100.10	133293.70
3150.10	134617.50
3200.10	137438.10
3250.10	139737.70
3300.10	141717.70
3350.10	143108.70
3400.10	146246.90
3450.10	147780.50
3500.10	150412.70
3550.10	152994.20
