CPTime	InternalTime

100.10	4327.50
150.10	6329.50
200.10	8800.10
250.10	10673.10
300.10	13032.70
350.00	15147.10
400.00	17046.10
450.00	19293.40
500.00	21428.10
550.00	23358.10
600.00	26023.70
650.00	27757.10
700.00	30073.10
750.00	31996.50
800.00	34956.10
850.00	36451.50
900.00	38617.60
950.00	41033.40
1000.00	42550.30
1050.00	44855.30
1100.00	47182.60
1150.00	49040.10
1200.00	51750.10
1250.10	53632.20
1300.10	55933.80
1350.10	58005.90
1400.10	59966.50
1450.10	62005.00
1500.10	64144.10
1550.10	65934.60
1600.10	68412.70
1650.10	70724.40
1700.10	72517.30
1750.10	75368.10
1800.10	77722.60
1850.10	79106.10
1900.10	81315.10
1950.10	83118.10
2000.10	85475.70
2050.10	88510.90
2100.10	90244.80
2150.10	92169.10
2200.10	94626.30
2250.10	96322.60
2300.10	98929.30
2350.10	100841.40
2400.10	102919.30
2450.10	105370.10
2500.10	107747.70
2550.10	109366.30
2600.10	111676.20
2650.10	113924.90
2700.10	115781.50
2750.10	118236.60
2800.10	120003.10
2850.10	122035.00
2900.10	124253.50
2950.10	127095.30
3000.10	129542.50
3050.10	131370.90
3100.10	133210.10
3150.10	134939.30
3200.10	137772.90
3250.10	138742.90
3300.10	141495.50
3350.10	144296.10
3400.10	145368.10
3450.10	148625.50
3500.10	150228.10
3550.10	152588.90
