CPTime	InternalTime

100.10	8349.70
150.10	12371.50
200.10	16866.30
250.10	21050.50
300.10	25014.10
350.00	29700.90
400.00	33558.10
450.00	37636.80
500.00	41980.50
550.00	45705.30
600.00	49845.50
650.00	54341.30
700.00	58342.10
750.00	62470.90
800.00	67065.00
850.00	71786.10
900.00	75232.40
950.00	79355.20
1000.00	84060.80
1050.00	87273.00
1100.00	92346.90
1150.00	96491.50
1200.00	99131.60
1250.10	104125.00
1300.10	109759.30
1350.10	113330.30
1400.10	117539.60
1450.10	121071.70
1500.10	124807.30
1550.10	129514.10
1600.10	132726.10
1650.10	138091.30
1700.10	142819.30
1750.10	146218.90
1800.10	151606.10
1850.10	155801.90
1900.10	158193.40
1950.10	163777.90
2000.10	167208.70
2050.10	170468.80
2100.10	175377.10
2150.10	181227.30
2200.10	184291.30
2250.10	188121.70
2300.10	191778.50
2350.10	195031.30
2400.10	200820.10
2450.10	205483.60
2500.10	208994.10
2550.10	213691.90
2600.10	218046.40
2650.10	220547.30
2700.10	225473.20
2750.10	230545.10
2800.10	233611.70
2850.10	239101.10
2900.10	242342.90
2950.10	248376.20
3000.10	250985.10
3050.10	254286.10
3100.10	260087.10
3150.10	262920.10
3200.10	265630.30
3250.10	271037.70
3300.10	276710.10
3350.10	278993.50
3400.10	284244.90
3450.10	288725.80
3500.10	293209.30
3550.10	297642.70
