CPTime	InternalTime

100.10	400.90
150.10	595.80
200.10	802.10
250.10	1002.70
300.10	1209.70
350.00	1374.20
400.00	1598.90
450.00	1796.50
500.00	1977.70
550.00	2193.30
600.00	2415.70
650.00	2586.90
700.00	2804.30
750.00	2995.70
800.00	3185.10
850.00	3394.60
900.00	3612.10
950.00	3801.30
1000.00	4022.10
1050.00	4177.30
1100.00	4362.50
1150.00	4597.00
1200.00	4811.30
1250.10	4965.40
1300.10	5157.70
1350.10	5365.60
1400.10	5592.70
1450.10	5839.10
1500.10	5995.30
1550.10	6177.70
1600.10	6366.90
1650.10	6622.10
1700.10	6801.70
1750.10	6970.90
1800.10	7182.60
1850.10	7424.60
1900.10	7573.40
1950.10	7775.20
2000.10	7950.70
2050.10	8170.10
2100.10	8321.70
2150.10	8533.80
2200.10	8745.70
2250.10	8991.60
2300.10	9212.10
2350.10	9369.70
2400.10	9528.10
2450.10	9807.30
2500.10	10009.30
2550.10	10236.10
2600.10	10350.90
2650.10	10595.30
2700.10	10785.60
2750.10	10982.60
2800.10	11213.60
2850.10	11377.10
2900.10	11521.40
2950.10	11764.30
3000.10	11969.70
3050.10	12217.10
3100.10	12349.70
3150.10	12598.90
3200.10	12726.10
3250.10	13002.70
3300.10	13244.50
3350.10	13346.10
3400.10	13587.60
3450.10	13829.10
3500.10	13944.90
3550.10	14199.50
