CPTime	InternalTime

100.10	412.10
150.10	592.30
200.10	794.80
250.10	974.70
300.10	1193.10
350.00	1401.70
400.00	1590.70
450.00	1809.10
500.00	2014.50
550.00	2210.50
600.00	2390.50
650.00	2577.10
700.00	2782.50
750.00	2998.90
800.00	3192.10
850.00	3397.20
900.00	3631.30
950.00	3806.70
1000.00	3998.10
1050.00	4204.30
1100.00	4419.70
1150.00	4588.90
1200.00	4808.20
1250.10	5001.70
1300.10	5224.30
1350.10	5381.00
1400.10	5617.60
1450.10	5780.20
1500.10	6013.80
1550.10	6169.30
1600.10	6368.50
1650.10	6596.10
1700.10	6760.10
1750.10	6989.10
1800.10	7203.30
1850.10	7412.10
1900.10	7610.80
1950.10	7805.10
2000.10	7981.60
2050.10	8156.60
2100.10	8338.60
2150.10	8563.30
2200.10	8820.10
2250.10	9000.70
2300.10	9201.10
2350.10	9363.10
2400.10	9580.30
2450.10	9716.60
2500.10	9930.50
2550.10	10192.30
2600.10	10409.70
2650.10	10645.90
2700.10	10804.10
2750.10	11007.70
2800.10	11148.30
2850.10	11390.90
2900.10	11576.00
2950.10	11804.20
3000.10	12032.10
3050.10	12152.90
3100.10	12347.40
3150.10	12622.60
3200.10	12740.10
3250.10	13001.70
3300.10	13132.10
3350.10	13376.10
3400.10	13577.30
3450.10	13670.80
3500.10	13978.40
3550.10	14175.30
