ProtocolTime	Work

100	217.507329
150	121.171961
200	85.756186
250	72.169279
300	63.416754
350	57.012685
400	57.021398
450	55.893384
500	57.548672
550	56.326055
600	57.583165
650	58.457074
700	59.958095
750	60.138943
800	60.128597
850	64.223135
900	64.477898
950	65.846997
1000	67.200242
1050	70.989594
1100	71.924782
1150	74.633122
1200	74.803751
1250	75.636658
1300	80.747706
1350	78.875481
1400	79.152948
1450	81.883215
1500	83.811056
1550	85.753880
1600	89.279279
1650	93.622594
1700	95.644318
1750	94.584007
1800	94.968455
1850	100.187015
1900	102.453122
1950	103.026611
2000	103.537138
2050	101.791892
2100	111.869885
2150	108.917582
2200	108.747422
2250	110.681917
2300	113.300398
2350	115.870458
2400	120.164796
2450	119.874935
2500	124.111593
2550	125.589715
2600	122.400142
2650	129.003361
2700	126.545773
2750	130.477844
2800	136.169726
2850	136.379998
2900	134.581879
2950	138.176959
3000	140.719425
3050	139.711074
3100	144.645716
3150	142.794427
3200	145.534093
3250	150.611840
3300	152.400451
3350	152.393188
3400	157.491680
3450	159.355106
3500	156.328990
3550	158.927207
