CPTime	InternalTime

100.10	398.60
150.10	624.10
200.10	801.10
250.10	1007.20
300.10	1213.10
350.00	1397.70
400.00	1597.10
450.00	1803.70
500.00	2026.10
550.00	2199.10
600.00	2367.10
650.00	2583.40
700.00	2824.30
750.00	2974.10
800.00	3177.70
850.00	3386.50
900.00	3605.50
950.00	3769.60
1000.00	3977.50
1050.00	4222.90
1100.00	4369.30
1150.00	4555.60
1200.00	4764.30
1250.10	4943.10
1300.10	5178.60
1350.10	5382.10
1400.10	5579.70
1450.10	5826.70
1500.10	6012.60
1550.10	6215.30
1600.10	6404.80
1650.10	6629.10
1700.10	6805.30
1750.10	7006.30
1800.10	7208.20
1850.10	7385.10
1900.10	7567.70
1950.10	7791.70
2000.10	7948.60
2050.10	8182.90
2100.10	8386.60
2150.10	8643.10
2200.10	8759.30
2250.10	8949.60
2300.10	9182.10
2350.10	9377.60
2400.10	9612.60
2450.10	9755.50
2500.10	9973.10
2550.10	10190.80
2600.10	10436.90
2650.10	10600.20
2700.10	10742.50
2750.10	11014.90
2800.10	11239.10
2850.10	11413.60
2900.10	11618.00
2950.10	11815.90
3000.10	12058.10
3050.10	12183.40
3100.10	12403.80
3150.10	12605.10
3200.10	12796.80
3250.10	12956.10
3300.10	13147.30
3350.10	13373.50
3400.10	13611.10
3450.10	13772.50
3500.10	13984.50
3550.10	14265.70
