CPTime	InternalTime

100.10	163.00
150.10	240.10
200.10	316.30
250.10	399.50
300.10	484.90
350.00	563.30
400.00	632.10
450.00	727.60
500.00	810.70
550.00	883.80
600.00	966.50
650.00	1039.20
700.00	1132.50
750.00	1192.50
800.00	1275.40
850.00	1366.10
900.00	1421.30
950.00	1505.50
1000.00	1598.60
1050.00	1667.80
1100.00	1770.90
1150.00	1826.00
1200.00	1902.10
1250.10	2012.10
1300.10	2079.90
1350.10	2168.60
1400.10	2219.20
1450.10	2332.10
1500.10	2415.30
1550.10	2465.60
1600.10	2554.10
1650.10	2656.30
1700.10	2702.20
1750.10	2794.50
1800.10	2874.30
1850.10	2935.10
1900.10	3034.70
1950.10	3119.40
2000.10	3188.30
2050.10	3296.30
2100.10	3347.20
2150.10	3417.20
2200.10	3515.30
2250.10	3597.60
2300.10	3691.30
2350.10	3777.90
2400.10	3828.00
2450.10	3928.60
2500.10	3999.10
2550.10	4088.50
2600.10	4165.00
2650.10	4232.90
2700.10	4310.80
2750.10	4402.00
2800.10	4461.40
2850.10	4570.70
2900.10	4625.90
2950.10	4724.80
3000.10	4813.10
3050.10	4859.30
3100.10	4974.50
3150.10	5036.90
3200.10	5091.40
3250.10	5173.50
3300.10	5277.70
3350.10	5354.40
3400.10	5435.90
3450.10	5534.00
3500.10	5563.30
3550.10	5678.30
