CPTime	InternalTime

100.10	1202.50
150.10	1814.50
200.10	2432.80
250.10	3024.60
300.10	3647.80
350.00	4183.50
400.00	4769.10
450.00	5500.00
500.00	6121.60
550.00	6676.60
600.00	7244.20
650.00	7959.70
700.00	8418.10
750.00	8908.10
800.00	9621.70
850.00	10159.20
900.00	10806.70
950.00	11441.90
1000.00	12061.20
1050.00	12528.10
1100.00	13288.90
1150.00	13969.30
1200.00	14478.60
1250.10	15176.10
1300.10	15692.70
1350.10	16336.70
1400.10	16958.00
1450.10	17495.20
1500.10	17989.50
1550.10	18793.00
1600.10	19140.40
1650.10	19872.10
1700.10	20380.90
1750.10	21085.30
1800.10	21505.50
1850.10	22340.00
1900.10	22850.60
1950.10	23407.30
2000.10	24258.10
2050.10	24650.70
2100.10	25347.10
2150.10	25854.50
2200.10	26501.40
2250.10	27115.30
2300.10	28037.60
2350.10	28351.90
2400.10	29006.50
2450.10	29463.40
2500.10	30090.10
2550.10	30797.10
2600.10	31289.60
2650.10	31874.50
2700.10	32600.50
2750.10	33096.10
2800.10	33782.50
2850.10	34411.60
2900.10	35126.50
2950.10	35756.10
3000.10	36305.30
3050.10	36822.60
3100.10	37450.10
3150.10	38056.10
3200.10	38605.70
3250.10	39290.50
3300.10	39727.70
3350.10	40504.90
3400.10	40965.70
3450.10	41689.30
3500.10	42098.40
3550.10	42724.90
