CPTime	InternalTime

100.10	8228.10
150.10	12619.60
200.10	16625.40
250.10	21050.20
300.10	25099.30
350.00	29624.50
400.00	33374.10
450.00	37575.10
500.00	41803.30
550.00	46117.60
600.00	49833.10
650.00	54286.20
700.00	58484.50
750.00	63150.10
800.00	66784.60
850.00	71079.10
900.00	75021.60
950.00	80130.90
1000.00	83484.80
1050.00	87859.30
1100.00	92702.50
1150.00	95827.30
1200.00	99644.80
1250.10	105294.10
1300.10	109563.10
1350.10	113274.10
1400.10	117984.70
1450.10	121301.00
1500.10	124068.50
1550.10	130243.40
1600.10	133562.10
1650.10	137915.90
1700.10	141289.20
1750.10	145644.50
1800.10	151052.20
1850.10	154057.60
1900.10	158054.50
1950.10	162837.10
2000.10	167093.10
2050.10	171864.10
2100.10	175889.20
2150.10	179102.60
2200.10	183296.10
2250.10	189376.10
2300.10	191995.40
2350.10	196985.20
2400.10	200816.50
2450.10	204504.40
2500.10	208295.50
2550.10	213774.60
2600.10	217840.10
2650.10	221647.70
2700.10	226184.70
2750.10	230494.60
2800.10	233895.10
2850.10	237735.10
2900.10	241161.40
2950.10	247618.10
3000.10	250371.20
3050.10	253884.90
3100.10	259459.30
3150.10	263600.80
3200.10	267641.70
3250.10	272407.90
3300.10	275675.50
3350.10	280923.60
3400.10	282895.10
3450.10	288756.10
3500.10	292800.30
3550.10	294735.10
