CPTime	InternalTime

100.10	2238.60
150.10	3376.30
200.10	4515.30
250.10	5695.30
300.10	6728.50
350.00	7696.60
400.00	8905.30
450.00	10040.10
500.00	11297.50
550.00	12267.30
600.00	13555.30
650.00	14512.60
700.00	15613.50
750.00	16923.50
800.00	17833.30
850.00	18882.10
900.00	20235.40
950.00	21508.70
1000.00	22394.50
1050.00	23443.10
1100.00	24820.10
1150.00	25601.50
1200.00	26930.70
1250.10	28003.30
1300.10	29096.10
1350.10	30219.30
1400.10	31453.80
1450.10	32761.80
1500.10	33469.00
1550.10	34536.90
1600.10	35993.20
1650.10	36856.10
1700.10	38148.70
1750.10	39200.20
1800.10	40405.10
1850.10	41628.70
1900.10	42753.40
1950.10	43727.70
2000.10	44842.60
2050.10	46152.10
2100.10	47027.30
2150.10	48291.70
2200.10	49584.70
2250.10	50171.80
2300.10	51540.10
2350.10	52485.00
2400.10	54268.90
2450.10	54842.50
2500.10	56207.40
2550.10	57660.90
2600.10	58370.50
2650.10	59963.60
2700.10	60395.20
2750.10	61582.50
2800.10	62920.50
2850.10	63794.90
2900.10	64961.00
2950.10	66028.60
3000.10	67194.30
3050.10	68686.90
3100.10	69832.70
3150.10	70757.50
3200.10	71824.50
3250.10	72740.10
3300.10	74057.20
3350.10	74965.20
3400.10	76040.00
3450.10	77516.10
3500.10	78760.10
3550.10	80028.00
