ProtocolTime	Work

100	135.056995
150	60.413141
200	34.692605
250	21.369204
300	15.458920
350	10.907766
400	9.242314
450	6.755561
500	5.546802
550	4.920032
600	4.137881
650	2.998746
700	2.972755
750	2.193450
800	2.252678
850	2.298109
900	1.909662
950	1.794474
1000	1.725738
1050	1.528118
1100	1.324982
1150	1.180831
1200	1.234072
1250	0.923478
1300	1.002701
1350	0.928629
1400	0.765427
1450	0.951805
1500	0.706966
1550	0.592431
1600	0.697748
1650	0.485928
1700	0.675152
1750	0.688733
1800	0.442314
1850	0.448315
1900	0.454620
1950	0.447786
2000	0.438722
2050	0.541243
2100	0.502868
2150	0.496515
2200	0.362246
2250	0.303636
2300	0.234440
2350	0.300250
2400	0.250259
2450	0.288365
2500	0.215770
2550	0.269951
2600	0.382972
2650	0.328099
2700	0.210351
2750	0.186398
2800	0.241325
2850	0.318794
2900	0.262178
2950	0.258535
3000	0.328927
3050	0.283088
3100	0.199480
3150	0.170955
3200	0.237069
3250	0.040524
3300	0.270135
3350	0.212538
3400	0.218793
3450	0.162598
3500	0.208142
3550	0.189133
