CPTime	InternalTime

100.10	2234.80
150.10	3383.10
200.10	4493.60
250.10	5664.80
300.10	6703.30
350.00	7874.50
400.00	8946.70
450.00	10034.60
500.00	11137.60
550.00	12177.80
600.00	13273.30
650.00	14614.30
700.00	15775.60
750.00	16868.30
800.00	18090.10
850.00	19000.90
900.00	20385.70
950.00	21216.10
1000.00	22302.10
1050.00	23320.70
1100.00	24706.90
1150.00	25892.20
1200.00	26870.50
1250.10	27750.20
1300.10	29347.30
1350.10	30121.60
1400.10	31242.50
1450.10	32351.50
1500.10	33620.10
1550.10	34475.10
1600.10	35948.90
1650.10	37080.10
1700.10	38122.60
1750.10	39156.10
1800.10	40531.30
1850.10	42042.10
1900.10	42968.20
1950.10	43689.70
2000.10	44903.30
2050.10	45907.30
2100.10	47021.30
2150.10	48377.10
2200.10	49411.30
2250.10	50437.90
2300.10	51534.70
2350.10	52896.10
2400.10	53833.00
2450.10	55020.10
2500.10	56010.70
2550.10	57175.10
2600.10	58282.50
2650.10	59386.60
2700.10	60846.50
2750.10	62150.50
2800.10	62649.70
2850.10	63959.10
2900.10	64901.20
2950.10	66559.80
3000.10	67331.00
3050.10	68700.00
3100.10	69420.10
3150.10	71063.50
3200.10	71544.10
3250.10	73126.30
3300.10	73848.40
3350.10	75105.10
3400.10	76125.50
3450.10	77630.50
3500.10	78376.30
3550.10	79732.90
