CPTime	InternalTime

100.10	4277.30
150.10	6509.70
200.10	8611.30
250.10	10701.70
300.10	13064.10
350.00	15187.30
400.00	17236.90
450.00	19377.70
500.00	21424.60
550.00	23698.50
600.00	25789.50
650.00	27712.60
700.00	30053.20
750.00	32283.50
800.00	34245.70
850.00	36269.60
900.00	38367.10
950.00	40837.60
1000.00	42942.10
1050.00	44882.80
1100.00	46984.50
1150.00	49053.10
1200.00	51360.90
1250.10	52946.60
1300.10	55990.00
1350.10	57975.60
1400.10	60341.70
1450.10	61944.00
1500.10	64297.70
1550.10	66699.80
1600.10	69105.90
1650.10	71371.50
1700.10	73306.30
1750.10	75292.30
1800.10	77365.50
1850.10	79618.90
1900.10	81183.60
1950.10	83819.10
2000.10	85817.80
2050.10	87848.10
2100.10	89458.70
2150.10	91772.90
2200.10	94752.10
2250.10	96718.10
2300.10	98931.60
2350.10	100908.30
2400.10	102328.50
2450.10	104480.10
2500.10	107684.60
2550.10	109567.60
2600.10	111499.30
2650.10	113102.70
2700.10	116772.10
2750.10	118269.10
2800.10	119558.50
2850.10	122025.50
2900.10	124546.70
2950.10	127321.70
3000.10	128800.10
3050.10	130159.10
3100.10	133451.60
3150.10	135494.10
3200.10	137944.90
3250.10	139813.60
3300.10	142035.20
3350.10	144074.10
3400.10	145509.10
3450.10	147857.60
3500.10	150133.30
3550.10	152592.10
