ProtocolTime	Work

5	1.399586
10	2.829726
15	4.291455
20	5.874473
25	7.297357
30	8.686021
35	10.145307
40	11.748606
45	13.070054
50	14.777159
55	15.997790
60	17.580128
65	19.142306
70	20.611022
75	21.903316
80	23.610693
85	24.970127
90	26.424185
95	28.085972
100	29.335161
