ProtocolTime	Work

5	8.544597
10	17.266110
15	26.028543
20	34.577160
25	43.040813
30	51.800353
35	60.683058
40	69.071676
45	77.870570
50	86.766085
55	95.196434
60	103.693439
65	112.568578
70	121.134658
75	129.876052
80	138.552761
85	147.024380
90	155.577522
95	164.562026
100	172.873481
105	181.933650
110	190.465470
115	199.250390
120	208.078634
125	216.161429
130	224.997199
135	233.993252
140	242.329507
145	251.512587
150	259.581051
155	268.106927
160	276.843947
165	285.663149
170	294.481663
175	303.290939
180	311.564198
185	320.081139
190	328.881287
195	337.777938
200	346.326946
