ProtocolTime	Work

5	769.962917
15	256.204766
25	153.319166
35	110.627987
45	83.681653
55	70.405041
65	58.671503
75	50.351963
85	46.761975
95	40.341568
105	36.871199
115	33.095560
125	31.246361
135	29.909685
145	29.298651
155	26.580052
165	25.437731
175	23.318881
185	22.181172
195	20.746575
