ProtocolTime	Work

5	120.859667
10	60.117418
15	40.670347
20	30.368345
25	24.257295
30	19.615025
35	17.774840
40	16.128731
45	14.121644
50	12.925146
55	11.492212
60	10.748431
65	10.310326
70	9.442953
75	9.109043
80	8.636305
85	8.215166
90	8.171643
95	7.519539
100	7.374356
105	6.854071
110	6.958387
115	6.713044
120	6.710252
125	6.594341
130	6.344374
135	6.452538
140	6.366560
145	5.851552
150	6.450327
155	6.180565
160	6.057393
165	6.067544
170	5.772242
175	6.019738
180	5.568762
185	5.670177
190	5.896203
195	5.588615
200	5.735377
