ProtocolTime	Work

5	2.890724
10	6.011963
15	9.044065
20	12.207788
25	14.834543
30	18.257259
35	21.387816
40	24.613670
45	27.323769
50	30.453049
55	33.166844
60	36.861908
65	39.688805
70	42.440183
75	45.950717
80	48.583218
85	51.799239
90	54.788967
95	58.388541
100	61.009431
105	64.272212
110	66.883633
115	69.919440
120	73.135607
125	76.188626
130	79.214133
135	82.451561
140	85.680465
145	88.431332
150	91.588589
155	94.707680
160	97.789859
165	100.539724
170	103.553991
175	106.994454
180	109.855071
185	113.333353
190	115.892766
195	118.730687
200	122.243137
