ProtocolTime	Work

5	6.057992
10	12.193701
15	18.289212
20	24.468288
25	30.377774
30	36.796907
35	42.819535
40	49.206253
45	55.141040
50	61.199003
55	67.151053
60	73.624331
65	79.569358
70	85.618569
75	92.023490
80	97.882801
85	103.947847
90	110.215602
95	116.670859
100	122.261084
105	128.626355
110	134.580103
115	140.655573
120	146.890951
125	153.213364
130	159.180350
135	165.529951
140	171.569314
145	177.418516
150	183.764870
155	189.724251
160	195.934870
165	201.815924
170	208.268085
175	214.465283
180	220.599614
185	226.636363
190	232.545589
195	238.449573
200	245.137046
