ProtocolTime	Work

5	2.048249
10	4.205434
15	6.282240
20	8.568594
25	10.681708
30	12.855407
35	14.823324
40	17.202834
45	19.298929
50	21.349787
55	23.685339
60	25.687364
65	27.895565
70	30.067153
75	32.524374
80	34.465716
85	36.561767
90	38.939531
95	40.978015
100	43.255532
105	45.530590
110	47.549388
115	49.754058
120	51.948511
125	53.939741
130	55.905400
135	58.311596
140	60.587563
145	62.655245
150	64.936577
155	66.878259
160	69.260212
165	71.311438
170	73.323781
175	75.396144
180	77.652928
185	79.771828
190	82.354278
195	84.541392
200	86.378705
