ProtocolTime	Work

5	120.839940
10	60.192559
15	39.901617
20	29.887789
25	24.247175
30	20.157474
35	17.532693
40	15.008149
45	13.799017
50	11.817013
55	11.082299
60	10.378962
65	9.536428
70	8.494163
75	8.400558
80	7.867693
85	7.350205
90	6.936025
95	6.425776
100	6.219549
105	6.091183
110	5.596388
115	5.482632
120	5.255929
125	5.197711
130	4.916594
135	4.990597
140	4.453769
145	4.649260
150	4.492291
155	4.370607
160	4.286539
165	3.784298
170	3.928759
175	3.863238
180	3.974408
185	3.712842
190	3.625500
195	3.614503
200	3.693442
