Time	Work

500.100000	575.409546
500.200000	287.996288
500.300000	123.826962
500.400000	143.684297
500.500000	98.272902
500.600000	103.465607
500.700000	83.505632
500.800000	50.680710
500.900000	73.730271
501.000000	75.892243
501.100000	69.011740
501.200000	59.248503
501.300000	74.390040
501.400000	38.053691
501.500000	58.622677
