Time	Work

500.100000	4.453082
500.200000	1.015244
500.300000	0.724695
500.400000	0.363924
500.500000	0.458397
500.600000	0.244531
500.700000	0.124576
500.800000	0.311970
500.900000	0.301973
501.000000	0.104341
