ProtocolTime	Work

5	4.078141
10	8.373991
15	12.864512
20	16.979111
25	21.191648
30	25.342553
35	29.935524
40	34.225637
45	38.873382
50	43.016038
55	47.518965
60	51.657704
65	56.102705
70	60.132898
75	64.877409
80	69.050855
85	72.862833
90	77.654992
95	81.789887
100	85.905509
105	91.109738
110	94.889423
115	99.791099
120	103.772223
125	108.119095
130	112.812581
135	116.785797
140	120.435256
145	125.683225
150	129.427752
155	134.172432
160	138.163923
165	142.633345
170	146.810315
175	151.572027
180	155.865362
185	160.038954
190	164.371634
195	168.133654
200	173.177233
