ProtocolTime	Work

5	8.563190
10	17.111011
15	25.926091
20	34.367443
25	43.059727
30	51.564085
35	60.521824
40	69.056987
45	77.807049
50	86.433459
55	95.106960
60	103.747097
65	112.514938
70	121.034377
75	129.815126
80	138.493140
85	146.920535
90	155.720940
95	164.334782
100	172.962351
105	182.057505
110	190.690557
115	199.261531
120	207.324591
125	216.378015
130	224.976484
135	233.710869
140	242.249994
145	251.399476
150	259.583176
155	268.237483
160	276.968789
165	285.785784
170	293.989582
175	303.099274
180	311.659082
185	320.378090
190	328.859647
195	337.523961
200	346.274828
