ProtocolTime	Work

5	1.410401
10	2.920085
15	4.473190
20	6.029034
25	7.474045
30	9.144275
35	10.620835
40	12.139716
45	13.851632
50	15.274885
55	16.693440
60	18.327357
65	19.777264
70	21.311414
75	22.943888
80	24.323014
85	25.840325
90	27.421109
95	28.983425
100	30.538399
105	32.145775
110	33.577572
115	35.187562
120	36.857000
125	38.130415
130	39.805114
135	41.398757
140	42.801844
145	44.317196
150	45.909296
155	47.336001
160	48.778463
165	50.590696
170	52.080536
175	53.395996
180	55.040700
185	56.376468
190	58.098567
195	59.889643
200	61.214898
