Time	AutoCorrelation

0.000000	1.028695
0.100000	1.000345
0.200000	0.968538
0.300000	0.937745
0.400000	0.907945
0.500000	0.878753
0.600000	0.850591
0.700000	0.823452
0.800000	0.797080
0.900000	0.771693
1.000000	0.747234
1.100000	0.723374
1.200000	0.700197
1.300000	0.677735
1.400000	0.656042
1.500000	0.635104
1.600000	0.615022
1.700000	0.595498
1.800000	0.576534
1.900000	0.558291
2.000000	0.540441
2.100000	0.523164
2.200000	0.506303
2.300000	0.489957
2.400000	0.474085
2.500000	0.458289
2.600000	0.442848
2.700000	0.427879
2.800000	0.413475
2.900000	0.399420
3.000000	0.385912
3.100000	0.372793
3.200000	0.360160
3.300000	0.348096
3.400000	0.336325
3.500000	0.324841
3.600000	0.313843
3.700000	0.303162
3.800000	0.292707
3.900000	0.282508
4.000000	0.272570
4.100000	0.263090
4.200000	0.253906
4.300000	0.245036
4.400000	0.236508
4.500000	0.228377
4.600000	0.221022
4.700000	0.214105
4.800000	0.207197
4.900000	0.200696
5.000000	0.194422
5.100000	0.188344
5.200000	0.182474
5.300000	0.176905
5.400000	0.171490
5.500000	0.166038
5.600000	0.160525
5.700000	0.155276
5.800000	0.150292
5.900000	0.145864
6.000000	0.141347
6.100000	0.136799
6.200000	0.132423
6.300000	0.128280
6.400000	0.124515
6.500000	0.121115
6.600000	0.118097
6.700000	0.115438
6.800000	0.112824
6.900000	0.110068
7.000000	0.107377
7.100000	0.104855
7.200000	0.102360
7.300000	0.099824
7.400000	0.097080
7.500000	0.094257
7.600000	0.091546
7.700000	0.089104
7.800000	0.086894
7.900000	0.084860
8.000000	0.082608
8.100000	0.080554
8.200000	0.078457
8.300000	0.076450
8.400000	0.074500
8.500000	0.072597
8.600000	0.070833
8.700000	0.069123
8.800000	0.067448
8.900000	0.065811
9.000000	0.064079
9.100000	0.062022
9.200000	0.060201
9.300000	0.058304
9.400000	0.056554
9.500000	0.054981
9.600000	0.053680
9.700000	0.052131
9.800000	0.050596
9.900000	0.049440
10.000000	0.048342
10.100000	0.047308
10.200000	0.046337
10.300000	0.045315
10.400000	0.044331
10.500000	0.043585
10.600000	0.043003
10.700000	0.042599
10.800000	0.042211
10.900000	0.041770
11.000000	0.041279
11.100000	0.041096
11.200000	0.040880
11.300000	0.040643
11.400000	0.040281
11.500000	0.039765
11.600000	0.039099
11.700000	0.038498
11.800000	0.038020
11.900000	0.037836
12.000000	0.037455
12.100000	0.037141
12.200000	0.036897
12.300000	0.036591
12.400000	0.035970
12.500000	0.034983
12.600000	0.033889
12.700000	0.032901
12.800000	0.031815
12.900000	0.030655
13.000000	0.029440
13.100000	0.028183
13.200000	0.026824
13.300000	0.025727
13.400000	0.024684
13.500000	0.023641
13.600000	0.022557
13.700000	0.021213
13.800000	0.019961
13.900000	0.018746
14.000000	0.017659
14.100000	0.016856
14.200000	0.016329
14.300000	0.015646
14.400000	0.015028
14.500000	0.014594
14.600000	0.014060
14.700000	0.013474
14.800000	0.013169
14.900000	0.012742
15.000000	0.012487
15.100000	0.012221
15.200000	0.011749
15.300000	0.011296
15.400000	0.010795
15.500000	0.010317
15.600000	0.009906
15.700000	0.009663
15.800000	0.009391
15.900000	0.008905
16.000000	0.008545
16.100000	0.008396
16.200000	0.008403
16.300000	0.008763
16.400000	0.009374
16.500000	0.010006
16.600000	0.010666
16.700000	0.011210
16.800000	0.011678
16.900000	0.012296
17.000000	0.013117
17.100000	0.014160
17.200000	0.015308
17.300000	0.016300
17.400000	0.017128
17.500000	0.018152
17.600000	0.019251
17.700000	0.020073
17.800000	0.020831
17.900000	0.021539
18.000000	0.022392
18.100000	0.023353
18.200000	0.024213
18.300000	0.025045
18.400000	0.025822
18.500000	0.026776
18.600000	0.027635
18.700000	0.028245
18.800000	0.029162
18.900000	0.030143
19.000000	0.031407
19.100000	0.032525
19.200000	0.033808
19.300000	0.034906
19.400000	0.035897
19.500000	0.037052
19.600000	0.038134
19.700000	0.039318
19.800000	0.040828
19.900000	0.042451
20.000000	0.043826
20.100000	0.045411
20.200000	0.046795
20.300000	0.048163
20.400000	0.049075
20.500000	0.049953
20.600000	0.050729
20.700000	0.051673
20.800000	0.052354
20.900000	0.052642
21.000000	0.053209
21.100000	0.053794
21.200000	0.054101
21.300000	0.054139
21.400000	0.054084
21.500000	0.054083
21.600000	0.053976
21.700000	0.053865
21.800000	0.053503
21.900000	0.053015
22.000000	0.052442
22.100000	0.051847
22.200000	0.051112
22.300000	0.050280
22.400000	0.049130
22.500000	0.048019
22.600000	0.046939
22.700000	0.045890
22.800000	0.044804
22.900000	0.044033
23.000000	0.043270
23.100000	0.042600
23.200000	0.042061
23.300000	0.041194
23.400000	0.040361
23.500000	0.039508
23.600000	0.038924
23.700000	0.038303
23.800000	0.037828
23.900000	0.037249
24.000000	0.036326
24.100000	0.035317
24.200000	0.034274
24.300000	0.033525
24.400000	0.032643
24.500000	0.031551
24.600000	0.030554
24.700000	0.029294
24.800000	0.028115
24.900000	0.026590
25.000000	0.025089
25.100000	0.023952
25.200000	0.023025
25.300000	0.022451
25.400000	0.021900
25.500000	0.021315
25.600000	0.020564
25.700000	0.020003
25.800000	0.019631
25.900000	0.019269
26.000000	0.019218
26.100000	0.019158
26.200000	0.019183
26.300000	0.019422
26.400000	0.019922
26.500000	0.020252
26.600000	0.020220
26.700000	0.020319
26.800000	0.020148
26.900000	0.019689
27.000000	0.019082
27.100000	0.018937
27.200000	0.018798
27.300000	0.018468
27.400000	0.017911
27.500000	0.017371
27.600000	0.016676
27.700000	0.015983
27.800000	0.015086
27.900000	0.014095
28.000000	0.013225
28.100000	0.012123
28.200000	0.010872
28.300000	0.009648
28.400000	0.008788
28.500000	0.007995
28.600000	0.007553
28.700000	0.007141
28.800000	0.006612
28.900000	0.006059
29.000000	0.005699
29.100000	0.005138
29.200000	0.004425
29.300000	0.003745
29.400000	0.002874
29.500000	0.002079
29.600000	0.001277
29.700000	0.000241
29.800000	-0.000847
29.900000	-0.001631
30.000000	-0.002517
30.100000	-0.003450
30.200000	-0.004421
30.300000	-0.005318
30.400000	-0.006404
30.500000	-0.007569
30.600000	-0.008819
30.700000	-0.010036
30.800000	-0.011220
30.900000	-0.012336
31.000000	-0.013469
31.100000	-0.014588
31.200000	-0.015516
31.300000	-0.016309
31.400000	-0.016916
31.500000	-0.017504
31.600000	-0.017988
31.700000	-0.018516
31.800000	-0.019074
31.900000	-0.019360
32.000000	-0.019574
32.100000	-0.019666
32.200000	-0.019770
32.300000	-0.019873
32.400000	-0.020038
32.500000	-0.019798
32.600000	-0.019665
32.700000	-0.019476
32.800000	-0.019366
32.900000	-0.019351
33.000000	-0.019266
33.100000	-0.019259
33.200000	-0.018869
33.300000	-0.018464
33.400000	-0.017824
33.500000	-0.017114
33.600000	-0.016745
33.700000	-0.016576
33.800000	-0.016237
33.900000	-0.015755
34.000000	-0.015241
34.100000	-0.014728
34.200000	-0.014102
34.300000	-0.013587
34.400000	-0.013185
34.500000	-0.012624
34.600000	-0.011902
34.700000	-0.011444
34.800000	-0.010858
34.900000	-0.010345
35.000000	-0.010064
35.100000	-0.009995
35.200000	-0.009946
35.300000	-0.010065
35.400000	-0.010099
35.500000	-0.010211
35.600000	-0.010710
35.700000	-0.011061
35.800000	-0.011298
35.900000	-0.011424
36.000000	-0.011376
36.100000	-0.010909
36.200000	-0.010455
36.300000	-0.010005
36.400000	-0.009705
36.500000	-0.009623
36.600000	-0.009870
36.700000	-0.010211
36.800000	-0.010299
36.900000	-0.010499
37.000000	-0.010492
37.100000	-0.010583
37.200000	-0.010657
37.300000	-0.010912
37.400000	-0.011046
37.500000	-0.010954
37.600000	-0.010867
37.700000	-0.010869
37.800000	-0.010415
37.900000	-0.009801
38.000000	-0.009208
38.100000	-0.008674
38.200000	-0.008046
38.300000	-0.007489
38.400000	-0.006753
38.500000	-0.005968
38.600000	-0.005131
38.700000	-0.004326
38.800000	-0.003552
38.900000	-0.002866
39.000000	-0.002137
39.100000	-0.001393
39.200000	-0.000556
39.300000	0.000223
39.400000	0.000675
39.500000	0.001140
39.600000	0.001528
39.700000	0.002084
39.800000	0.002528
39.900000	0.002784
40.000000	0.002864
40.100000	0.002796
40.200000	0.002537
40.300000	0.002204
40.400000	0.001723
40.500000	0.001188
40.600000	0.000676
40.700000	0.000018
40.800000	-0.000711
40.900000	-0.001261
41.000000	-0.001622
41.100000	-0.002069
41.200000	-0.002759
41.300000	-0.003451
41.400000	-0.003799
41.500000	-0.004263
41.600000	-0.004756
41.700000	-0.005027
41.800000	-0.005183
41.900000	-0.005286
42.000000	-0.005301
42.100000	-0.005286
42.200000	-0.005145
42.300000	-0.004878
42.400000	-0.004557
42.500000	-0.004237
42.600000	-0.003724
42.700000	-0.003069
42.800000	-0.002622
42.900000	-0.002043
43.000000	-0.001079
43.100000	-0.000086
43.200000	0.000701
43.300000	0.001273
43.400000	0.001787
43.500000	0.002092
43.600000	0.002045
43.700000	0.001853
43.800000	0.001494
43.900000	0.000763
44.000000	-0.000097
44.100000	-0.000589
44.200000	-0.000844
44.300000	-0.001114
44.400000	-0.001211
44.500000	-0.001231
44.600000	-0.001383
44.700000	-0.001557
44.800000	-0.001661
44.900000	-0.001886
45.000000	-0.002448
45.100000	-0.002866
45.200000	-0.003313
45.300000	-0.003657
45.400000	-0.003952
45.500000	-0.004130
45.600000	-0.004259
45.700000	-0.004554
45.800000	-0.004736
45.900000	-0.004903
46.000000	-0.005116
46.100000	-0.005241
46.200000	-0.005527
46.300000	-0.006011
46.400000	-0.006334
46.500000	-0.006316
46.600000	-0.006099
46.700000	-0.005753
46.800000	-0.005625
46.900000	-0.005678
47.000000	-0.005711
47.100000	-0.005452
47.200000	-0.005118
47.300000	-0.004352
47.400000	-0.003636
47.500000	-0.002924
47.600000	-0.002091
47.700000	-0.001323
47.800000	-0.000400
47.900000	0.000705
48.000000	0.001894
48.100000	0.003125
48.200000	0.004102
48.300000	0.005119
48.400000	0.005939
48.500000	0.006688
48.600000	0.007447
48.700000	0.008345
48.800000	0.009291
48.900000	0.010264
49.000000	0.010685
49.100000	0.011187
49.200000	0.011629
49.300000	0.012090
49.400000	0.012548
49.500000	0.012617
49.600000	0.012593
49.700000	0.012705
49.800000	0.012724
49.900000	0.012646
