Time	AutoCorrelation

0.000000	1.016276
0.100000	1.003792
0.200000	0.987545
0.300000	0.971470
0.400000	0.955655
0.500000	0.940129
0.600000	0.924767
0.700000	0.909619
0.800000	0.894739
0.900000	0.880186
1.000000	0.866074
1.100000	0.852108
1.200000	0.838340
1.300000	0.824922
1.400000	0.811655
1.500000	0.798533
1.600000	0.785759
1.700000	0.773163
1.800000	0.760699
1.900000	0.748514
2.000000	0.736557
2.100000	0.724728
2.200000	0.712992
2.300000	0.701474
2.400000	0.690239
2.500000	0.679161
2.600000	0.668289
2.700000	0.657502
2.800000	0.646998
2.900000	0.636636
3.000000	0.626328
3.100000	0.616131
3.200000	0.606041
3.300000	0.596236
3.400000	0.586800
3.500000	0.577660
3.600000	0.568832
3.700000	0.560160
3.800000	0.551563
3.900000	0.543058
4.000000	0.534688
4.100000	0.526487
4.200000	0.518519
4.300000	0.510586
4.400000	0.502829
4.500000	0.495282
4.600000	0.487915
4.700000	0.480586
4.800000	0.473319
4.900000	0.466283
5.000000	0.459578
5.100000	0.452987
5.200000	0.446478
5.300000	0.440056
5.400000	0.433625
5.500000	0.427209
5.600000	0.420896
5.700000	0.414517
5.800000	0.408176
5.900000	0.401933
6.000000	0.395800
6.100000	0.389895
6.200000	0.384086
6.300000	0.378454
6.400000	0.373012
6.500000	0.367691
6.600000	0.362452
6.700000	0.357319
6.800000	0.352280
6.900000	0.347197
7.000000	0.342055
7.100000	0.336872
7.200000	0.331747
7.300000	0.326746
7.400000	0.321828
7.500000	0.316955
7.600000	0.312115
7.700000	0.307331
7.800000	0.302823
7.900000	0.298402
8.000000	0.294038
8.100000	0.289617
8.200000	0.285122
8.300000	0.280616
8.400000	0.276233
8.500000	0.271882
8.600000	0.267643
8.700000	0.263435
8.800000	0.259266
8.900000	0.255278
9.000000	0.251446
9.100000	0.247766
9.200000	0.244033
9.300000	0.240222
9.400000	0.236527
9.500000	0.232862
9.600000	0.229345
9.700000	0.225901
9.800000	0.222559
9.900000	0.219335
10.000000	0.216186
10.100000	0.213068
10.200000	0.209938
10.300000	0.206806
10.400000	0.203787
10.500000	0.200910
10.600000	0.198136
10.700000	0.195456
10.800000	0.192911
10.900000	0.190440
11.000000	0.187954
11.100000	0.185401
11.200000	0.182986
11.300000	0.180696
11.400000	0.178378
11.500000	0.176021
11.600000	0.173681
11.700000	0.171491
11.800000	0.169224
11.900000	0.166973
12.000000	0.164812
12.100000	0.162794
12.200000	0.160838
12.300000	0.158974
12.400000	0.157154
12.500000	0.155394
12.600000	0.153774
12.700000	0.152218
12.800000	0.150821
12.900000	0.149526
13.000000	0.148303
13.100000	0.147089
13.200000	0.145876
13.300000	0.144725
13.400000	0.143437
13.500000	0.142140
13.600000	0.140981
13.700000	0.139722
13.800000	0.138346
13.900000	0.136823
14.000000	0.135427
14.100000	0.134219
14.200000	0.133079
14.300000	0.132070
14.400000	0.131064
14.500000	0.129772
14.600000	0.128515
14.700000	0.127297
14.800000	0.126261
14.900000	0.125095
15.000000	0.123897
15.100000	0.122717
15.200000	0.121613
15.300000	0.120542
15.400000	0.119608
15.500000	0.118795
15.600000	0.118121
15.700000	0.117390
15.800000	0.116499
15.900000	0.115465
16.000000	0.114408
16.100000	0.113426
16.200000	0.112506
16.300000	0.111596
16.400000	0.110591
16.500000	0.109544
16.600000	0.108527
16.700000	0.107523
16.800000	0.106581
16.900000	0.105703
