Time	AutoCorrelation

0.000000	0.978901
0.100000	0.918549
0.200000	0.857215
0.300000	0.799732
0.400000	0.746051
0.500000	0.695950
0.600000	0.649207
0.700000	0.605772
0.800000	0.565680
0.900000	0.528513
1.000000	0.494043
1.100000	0.461696
1.200000	0.431378
1.300000	0.402957
1.400000	0.375678
1.500000	0.350189
1.600000	0.326324
1.700000	0.303769
1.800000	0.281920
1.900000	0.261563
2.000000	0.242383
2.100000	0.224141
2.200000	0.206824
2.300000	0.191187
2.400000	0.176517
2.500000	0.162688
2.600000	0.150081
2.700000	0.138835
2.800000	0.128683
2.900000	0.119428
3.000000	0.110771
3.100000	0.103404
3.200000	0.096532
3.300000	0.090123
3.400000	0.083752
3.500000	0.077485
3.600000	0.071109
3.700000	0.064512
3.800000	0.058480
3.900000	0.052795
4.000000	0.047825
4.100000	0.043520
4.200000	0.039678
4.300000	0.036646
4.400000	0.034231
4.500000	0.032404
4.600000	0.030189
4.700000	0.027797
4.800000	0.026402
4.900000	0.024496
5.000000	0.022930
5.100000	0.021710
5.200000	0.020508
5.300000	0.018946
5.400000	0.016663
5.500000	0.014776
5.600000	0.013061
5.700000	0.011455
5.800000	0.010387
5.900000	0.008984
6.000000	0.008063
6.100000	0.007512
6.200000	0.007101
6.300000	0.006346
6.400000	0.006066
6.500000	0.005411
6.600000	0.005484
6.700000	0.005752
6.800000	0.006741
6.900000	0.007348
7.000000	0.007695
7.100000	0.008366
7.200000	0.009030
7.300000	0.010512
7.400000	0.011774
7.500000	0.012790
7.600000	0.013112
7.700000	0.013280
7.800000	0.013826
7.900000	0.013849
8.000000	0.014164
8.100000	0.015066
8.200000	0.015698
8.300000	0.015997
8.400000	0.016585
8.500000	0.016944
8.600000	0.016523
8.700000	0.015861
8.800000	0.015143
8.900000	0.014186
9.000000	0.012876
9.100000	0.011804
9.200000	0.010327
9.300000	0.009254
9.400000	0.008684
9.500000	0.008524
9.600000	0.008517
9.700000	0.009278
9.800000	0.009897
9.900000	0.010324
10.000000	0.010139
10.100000	0.009699
10.200000	0.009216
10.300000	0.009151
10.400000	0.008789
10.500000	0.008867
10.600000	0.008677
10.700000	0.008914
10.800000	0.009563
10.900000	0.009844
11.000000	0.009337
11.100000	0.008617
11.200000	0.007699
11.300000	0.006894
11.400000	0.006686
11.500000	0.006512
11.600000	0.006747
11.700000	0.006414
11.800000	0.006151
11.900000	0.005608
12.000000	0.005979
12.100000	0.006468
12.200000	0.006985
12.300000	0.007354
12.400000	0.007564
12.500000	0.008043
12.600000	0.008459
12.700000	0.008604
12.800000	0.008219
