Time	AutoCorrelation

0.000000	1.028846
0.100000	1.023805
0.200000	1.016316
0.300000	1.008268
0.400000	1.000145
0.500000	0.992029
0.600000	0.983956
0.700000	0.975914
0.800000	0.967936
0.900000	0.960029
1.000000	0.952200
1.100000	0.944400
1.200000	0.936621
1.300000	0.928884
1.400000	0.921228
1.500000	0.913623
1.600000	0.906066
1.700000	0.898517
1.800000	0.890966
1.900000	0.883455
2.000000	0.875992
2.100000	0.868556
2.200000	0.861155
2.300000	0.853789
2.400000	0.846488
2.500000	0.839194
2.600000	0.831928
2.700000	0.824689
2.800000	0.817471
2.900000	0.810337
3.000000	0.803286
3.100000	0.796292
3.200000	0.789368
3.300000	0.782537
3.400000	0.775797
3.500000	0.769182
3.600000	0.762665
3.700000	0.756267
3.800000	0.749967
3.900000	0.743760
4.000000	0.737659
4.100000	0.731643
4.200000	0.725623
4.300000	0.719600
4.400000	0.713586
4.500000	0.707587
4.600000	0.701657
4.700000	0.695775
4.800000	0.689948
4.900000	0.684216
5.000000	0.678578
5.100000	0.673010
5.200000	0.667486
5.300000	0.662011
5.400000	0.656572
5.500000	0.651186
5.600000	0.645823
5.700000	0.640464
5.800000	0.635135
5.900000	0.629883
6.000000	0.624717
6.100000	0.619603
6.200000	0.614521
6.300000	0.609519
6.400000	0.604640
6.500000	0.599825
6.600000	0.595056
6.700000	0.590351
6.800000	0.585636
6.900000	0.580929
7.000000	0.576291
7.100000	0.571759
7.200000	0.567302
7.300000	0.562922
7.400000	0.558649
7.500000	0.554487
7.600000	0.550413
7.700000	0.546425
7.800000	0.542457
7.900000	0.538549
8.000000	0.534697
8.100000	0.530881
8.200000	0.527100
8.300000	0.523387
8.400000	0.519680
8.500000	0.515991
8.600000	0.512329
8.700000	0.508698
8.800000	0.505114
8.900000	0.501513
9.000000	0.497890
9.100000	0.494243
9.200000	0.490661
9.300000	0.487112
9.400000	0.483593
9.500000	0.480140
9.600000	0.476728
9.700000	0.473351
9.800000	0.470031
9.900000	0.466740
10.000000	0.463451
10.100000	0.460157
10.200000	0.456822
10.300000	0.453489
10.400000	0.450182
10.500000	0.446886
10.600000	0.443628
10.700000	0.440391
10.800000	0.437165
10.900000	0.433946
11.000000	0.430740
11.100000	0.427577
11.200000	0.424485
11.300000	0.421451
11.400000	0.418444
11.500000	0.415458
11.600000	0.412477
11.700000	0.409516
11.800000	0.406544
11.900000	0.403601
12.000000	0.400644
12.100000	0.397693
12.200000	0.394763
12.300000	0.391862
12.400000	0.388991
12.500000	0.386175
12.600000	0.383389
12.700000	0.380676
12.800000	0.378015
12.900000	0.375382
13.000000	0.372771
13.100000	0.370188
13.200000	0.367626
13.300000	0.365077
13.400000	0.362547
13.500000	0.359999
13.600000	0.357454
13.700000	0.354890
13.800000	0.352299
13.900000	0.349741
14.000000	0.347213
14.100000	0.344697
14.200000	0.342182
14.300000	0.339697
14.400000	0.337215
14.500000	0.334762
14.600000	0.332303
14.700000	0.329869
14.800000	0.327461
14.900000	0.325050
15.000000	0.322639
15.100000	0.320243
15.200000	0.317881
15.300000	0.315548
15.400000	0.313245
15.500000	0.310958
15.600000	0.308698
15.700000	0.306441
15.800000	0.304196
15.900000	0.301929
16.000000	0.299627
16.100000	0.297319
16.200000	0.294953
16.300000	0.292583
16.400000	0.290199
16.500000	0.287816
16.600000	0.285487
16.700000	0.283227
16.800000	0.281021
16.900000	0.278865
17.000000	0.276714
17.100000	0.274606
17.200000	0.272536
17.300000	0.270501
17.400000	0.268499
17.500000	0.266490
17.600000	0.264424
17.700000	0.262364
17.800000	0.260291
17.900000	0.258266
18.000000	0.256296
18.100000	0.254307
18.200000	0.252343
18.300000	0.250403
18.400000	0.248485
18.500000	0.246572
18.600000	0.244605
18.700000	0.242639
18.800000	0.240695
18.900000	0.238808
19.000000	0.236949
19.100000	0.235144
19.200000	0.233356
19.300000	0.231626
19.400000	0.229884
19.500000	0.228100
19.600000	0.226247
19.700000	0.224349
19.800000	0.222436
19.900000	0.220526
20.000000	0.218660
20.100000	0.216808
20.200000	0.214945
20.300000	0.213077
20.400000	0.211184
20.500000	0.209290
20.600000	0.207373
20.700000	0.205492
20.800000	0.203647
20.900000	0.201864
21.000000	0.200125
21.100000	0.198410
21.200000	0.196715
21.300000	0.194962
21.400000	0.193170
21.500000	0.191378
21.600000	0.189605
21.700000	0.187859
21.800000	0.186103
21.900000	0.184313
22.000000	0.182531
22.100000	0.180705
22.200000	0.178829
22.300000	0.176943
22.400000	0.175076
22.500000	0.173246
22.600000	0.171447
22.700000	0.169610
22.800000	0.167718
22.900000	0.165783
23.000000	0.163783
23.100000	0.161763
23.200000	0.159757
23.300000	0.157754
23.400000	0.155744
23.500000	0.153756
23.600000	0.151821
23.700000	0.149903
23.800000	0.148019
23.900000	0.146149
24.000000	0.144297
24.100000	0.142507
24.200000	0.140813
24.300000	0.139247
24.400000	0.137770
24.500000	0.136362
24.600000	0.135018
24.700000	0.133643
24.800000	0.132279
24.900000	0.130910
25.000000	0.129549
25.100000	0.128170
25.200000	0.126807
25.300000	0.125442
25.400000	0.124087
25.500000	0.122753
25.600000	0.121434
25.700000	0.120064
25.800000	0.118714
25.900000	0.117366
26.000000	0.115984
26.100000	0.114595
26.200000	0.113222
26.300000	0.111904
26.400000	0.110674
26.500000	0.109496
26.600000	0.108343
26.700000	0.107184
26.800000	0.106038
26.900000	0.104929
27.000000	0.103867
27.100000	0.102874
27.200000	0.101910
27.300000	0.100952
27.400000	0.099966
27.500000	0.098915
27.600000	0.097848
27.700000	0.096795
27.800000	0.095741
27.900000	0.094665
28.000000	0.093608
28.100000	0.092606
28.200000	0.091659
28.300000	0.090741
28.400000	0.089829
28.500000	0.088968
28.600000	0.088143
28.700000	0.087380
28.800000	0.086675
28.900000	0.086024
29.000000	0.085369
29.100000	0.084701
29.200000	0.084044
29.300000	0.083415
29.400000	0.082861
29.500000	0.082359
29.600000	0.081861
29.700000	0.081366
29.800000	0.080880
29.900000	0.080443
30.000000	0.080060
30.100000	0.079717
30.200000	0.079408
30.300000	0.079087
30.400000	0.078701
30.500000	0.078291
30.600000	0.077907
30.700000	0.077540
30.800000	0.077174
30.900000	0.076808
31.000000	0.076431
31.100000	0.076033
31.200000	0.075577
31.300000	0.075079
31.400000	0.074595
31.500000	0.074087
31.600000	0.073620
31.700000	0.073160
31.800000	0.072661
31.900000	0.072145
32.000000	0.071600
32.100000	0.071022
32.200000	0.070402
32.300000	0.069758
32.400000	0.069120
32.500000	0.068452
32.600000	0.067757
32.700000	0.067079
32.800000	0.066428
32.900000	0.065804
33.000000	0.065230
33.100000	0.064686
33.200000	0.064190
33.300000	0.063661
33.400000	0.063136
33.500000	0.062647
33.600000	0.062143
33.700000	0.061644
33.800000	0.061163
33.900000	0.060699
34.000000	0.060261
34.100000	0.059875
34.200000	0.059499
34.300000	0.059193
34.400000	0.058921
34.500000	0.058633
34.600000	0.058343
34.700000	0.058044
34.800000	0.057775
34.900000	0.057522
35.000000	0.057244
35.100000	0.056969
35.200000	0.056729
35.300000	0.056519
35.400000	0.056279
35.500000	0.056041
35.600000	0.055817
35.700000	0.055589
35.800000	0.055326
35.900000	0.054992
36.000000	0.054666
36.100000	0.054343
36.200000	0.054003
36.300000	0.053635
36.400000	0.053240
36.500000	0.052847
36.600000	0.052469
36.700000	0.052109
36.800000	0.051743
36.900000	0.051389
37.000000	0.051053
37.100000	0.050755
37.200000	0.050474
37.300000	0.050207
37.400000	0.049914
37.500000	0.049613
37.600000	0.049315
37.700000	0.049026
37.800000	0.048729
37.900000	0.048386
38.000000	0.048018
38.100000	0.047633
38.200000	0.047304
38.300000	0.047001
38.400000	0.046750
38.500000	0.046583
38.600000	0.046450
38.700000	0.046347
38.800000	0.046268
38.900000	0.046156
39.000000	0.046031
39.100000	0.045904
39.200000	0.045750
39.300000	0.045541
39.400000	0.045269
39.500000	0.044982
39.600000	0.044693
39.700000	0.044416
39.800000	0.044188
39.900000	0.043975
40.000000	0.043750
40.100000	0.043514
40.200000	0.043299
40.300000	0.043074
40.400000	0.042874
40.500000	0.042659
40.600000	0.042363
40.700000	0.042013
40.800000	0.041644
40.900000	0.041252
41.000000	0.040849
41.100000	0.040453
41.200000	0.040065
41.300000	0.039684
41.400000	0.039313
41.500000	0.038902
41.600000	0.038473
41.700000	0.038024
41.800000	0.037591
41.900000	0.037165
42.000000	0.036757
42.100000	0.036321
42.200000	0.035860
42.300000	0.035401
42.400000	0.035017
42.500000	0.034670
42.600000	0.034347
42.700000	0.034013
42.800000	0.033655
42.900000	0.033281
43.000000	0.032899
43.100000	0.032498
43.200000	0.032062
43.300000	0.031623
43.400000	0.031158
43.500000	0.030652
43.600000	0.030107
43.700000	0.029533
43.800000	0.028919
43.900000	0.028315
44.000000	0.027693
44.100000	0.027012
44.200000	0.026277
44.300000	0.025525
44.400000	0.024776
44.500000	0.024027
44.600000	0.023287
44.700000	0.022558
44.800000	0.021833
44.900000	0.021115
45.000000	0.020411
45.100000	0.019734
45.200000	0.019097
45.300000	0.018519
45.400000	0.017995
45.500000	0.017489
45.600000	0.016954
45.700000	0.016400
45.800000	0.015860
45.900000	0.015408
46.000000	0.015017
46.100000	0.014643
46.200000	0.014308
46.300000	0.014006
46.400000	0.013656
46.500000	0.013253
46.600000	0.012846
46.700000	0.012382
46.800000	0.011916
46.900000	0.011419
47.000000	0.010927
