ProtocolTime	Work

5	1.027475
10	2.138258
15	3.189558
20	4.295433
25	5.323003
30	6.409134
35	7.513684
40	8.565926
45	9.631410
50	10.812826
55	11.887985
60	12.838050
65	13.978503
70	15.042545
75	16.091643
80	17.299122
85	18.317613
90	19.392640
95	20.368555
100	21.588446
105	22.645632
110	23.707559
115	24.806447
120	25.972693
125	26.903328
130	28.113437
135	29.167416
140	30.103195
145	31.265144
150	32.430607
155	33.523189
160	34.591561
165	35.691083
170	36.670720
175	37.771477
180	38.951550
185	40.006300
190	41.208663
195	42.195109
200	43.368116
