ProtocolTime	Work

5	4.076068
10	2.518510
15	2.179283
20	2.362511
25	2.485505
30	2.531865
35	2.832361
40	3.349075
45	3.563360
50	3.745540
55	3.846320
60	4.477114
65	4.426957
70	4.991910
75	5.166965
80	5.639377
85	5.849389
90	6.415889
95	6.656599
100	6.891368
105	7.294946
110	7.837633
115	7.926356
120	8.358045
125	8.475299
130	8.505030
135	9.259606
140	9.335040
145	9.793895
150	10.216895
155	10.170719
160	10.784832
165	11.095428
170	11.361425
175	11.700993
180	12.391636
185	12.526876
190	12.594916
195	13.059853
200	13.282763
