ProtocolTime	Work

5	120.207244
10	61.866703
15	41.984605
20	32.950788
25	27.474708
30	24.262055
35	22.088926
40	20.391392
45	19.125454
50	18.312012
55	18.582419
60	18.228463
65	17.658344
70	17.582237
75	18.505433
80	17.879417
85	18.359198
90	18.737958
95	18.976142
100	19.131537
105	20.139407
110	19.852771
115	20.757140
120	20.926521
125	21.235582
130	22.262321
135	22.702827
140	23.353720
145	23.876529
150	24.038577
155	24.967611
160	25.390673
165	26.005300
170	25.636476
175	26.407230
180	26.907940
185	27.437302
190	28.585301
195	29.108257
200	29.335751
